term,estimate,std.error,robust.se,statistic,p.value,model,outcome
cluster_MOD,-0.9365191405022533,0.10391146157796316,0.11706580332263877,-7.999937760826389,1.2448211698025946e-15,s0,mortstat
cluster_SIDD,-0.6358548574984608,0.12889931895114257,0.16269351891689712,-3.908298632493478,9.294837186820137e-5,s0,mortstat
cluster_SIRD,-0.4847791908744128,0.09326096506122906,0.12505238026474944,-3.8766090645222646,1.059223414640261e-4,s0,mortstat
cluster_MOD,-0.09258557104590302,0.13732782310454886,0.14602005783391556,-0.6340606381022711,0.5260412495957938,s1,mortstat
cluster_SIDD,0.014854670610149416,0.1449369261471409,0.1805115898658964,0.08229206014519665,0.9344144680931287,s1,mortstat
cluster_SIRD,0.017463562099736495,0.1056064407459389,0.1414578493133714,0.12345417510943127,0.901747459593598,s1,mortstat
dm_age,0.03388840178343653,0.0036881945067941753,0.005527281319698715,6.131115791530536,8.726486068995197e-10,s1,mortstat
year_fe,-0.018764064678384797,0.0750701213754097,0.08980261586252684,-0.20894786302338364,0.8344889394275891,s1,mortstat
cluster_MOD,-0.0998377632041233,0.13734075479633062,0.1460513358288679,-0.6835799387764983,0.4942404561101982,s2,mortstat
cluster_SIDD,0.006042039680565673,0.14506300927990537,0.17937438980440096,0.03368395949474294,0.9731291701832898,s2,mortstat
cluster_SIRD,0.02571726098511258,0.10563939969028899,0.14279397416878054,0.18010046386631923,0.8570736984505611,s2,mortstat
gender,-0.1345269602145991,0.0749264151125628,0.089951950327431,-1.49554245044062,0.13477292973864133,s2,mortstat
dm_age,0.03481819121861502,0.0037392146206298173,0.005747720313220491,6.057739298575251,1.3804788778630063e-9,s2,mortstat
smoke_current,0.17097529174518464,0.10150206534016493,0.13182180846673278,1.2970182531544683,0.19462490641992725,s2,mortstat
year_fe,-0.018319091907168537,0.07512721862451002,0.09001561730545156,-0.203510151410794,0.8387363120230514,s2,mortstat
cluster_MOD,-0.6719137722053695,0.09402246493389142,NA,-7.146310965978205,8.914100053605368e-13,m0,mortstat
cluster_SIDD,-0.5578497978664498,0.11426946339232534,NA,-4.881879911793797,1.0507924402871497e-6,m0,mortstat
cluster_SIRD,-0.5868154576525179,0.0956749565039712,NA,-6.133428005563408,8.60053494411269e-10,m0,mortstat
cluster_MOD,0.22935544072638436,0.12799290381003078,NA,1.7919387239373643,0.07314278208024236,m1,mortstat
cluster_SIDD,0.10494526063730332,0.12913195971402017,NA,0.8126978082708456,0.416391338144248,m1,mortstat
cluster_SIRD,-0.0649269578997947,0.10588179823666548,NA,-0.6132022593219554,0.5397426110651877,m1,mortstat
dm_age,0.03555186679367796,0.003505506494122792,NA,10.14172041994016,3.6069044953052355e-24,m1,mortstat
year_fe,-0.07010712274397661,0.07010292261319277,NA,-1.0000599137757353,0.3172815139720601,m1,mortstat
cluster_MOD,0.2224308832696023,0.12793662254726007,NA,1.7386021206510736,0.08210477326106334,m2,mortstat
cluster_SIDD,0.09589532397651174,0.12919261919977776,NA,0.7422662731856489,0.4579260219358481,m2,mortstat
cluster_SIRD,-0.03820874778005449,0.10596760494644188,NA,-0.3605700798783359,0.7184208595056123,m2,mortstat
gender,-0.3509677680694263,0.07155540662030516,NA,-4.904839265770209,9.350387583403638e-7,m2,mortstat
dm_age,0.03625151175343071,0.0035553823589592045,NA,10.196234354957788,2.061094454311815e-24,m2,mortstat
smoke_current,0.16648657199590486,0.09418610335906559,NA,1.7676341419626234,0.07712208641904755,m2,mortstat
year_fe,-0.07129681748259878,0.070098771571932,NA,-1.0170908260416147,0.3091102240758578,m2,mortstat
cluster_MOD,-0.08760975053652295,0.1390357682513885,0.1470036782810519,-0.5959697849806487,0.551195411900804,s3,mortstat
cluster_SIDD,-0.11713055382067446,0.14759261037015398,0.19116125995683864,-0.61273164786171,0.5400537928401695,s3,mortstat
cluster_SIRD,-0.005744316239994849,0.10656303615354613,0.14867761230129944,-0.03863605388250268,0.9691805569006747,s3,mortstat
gender,-0.18589509254801023,0.07544345305274482,0.0918221673535639,-2.024512140213548,0.04291748412897186,s3,mortstat
dm_age,0.047859251062932116,0.003965010864884222,0.005840839510852254,8.193899348545674,2.528965672358224e-16,s3,mortstat
smoke_current,0.28834711156031023,0.10219618765724472,0.12833711671485765,2.246794372051902,0.024653171613297532,s3,mortstat
rx_insulin,0.8168269770856775,0.09317971811364321,0.11064288674491203,7.382553014626941,1.5528266832317074e-13,s3,mortstat
rx_otherdm,-0.45103475740966187,0.08648037672061648,0.09972756823760706,-4.5226687603075195,6.106476403967674e-6,s3,mortstat
rx_chol,-0.20411560790678285,0.07990033990544386,0.10254668170273476,-1.9904652643805578,0.0465397067188966,s3,mortstat
rx_htn,0.2218843224659358,0.08188354454718673,0.10528242548347845,2.1075152994148603,0.035072936934184874,s3,mortstat
year_fe,-0.019252322744484313,0.07630487956136692,0.09029966480145299,-0.21320480853185325,0.8311672178284675,s3,mortstat
duration,0.7037172717512221,0.10556806866511578,0.12421543974805355,5.665296304377084,1.467706873508591e-8,s3,mortstat
cluster_MOD,-0.741591472130354,0.19261594847501579,0.2091114626928797,-3.546393213362595,3.905429890674563e-4,s0,mortality_heart
cluster_SIDD,-0.5627312929603636,0.24858642493592825,0.2879917262650292,-1.953984235097437,0.0507030816125892,s0,mortality_heart
cluster_SIRD,-0.5387367291451811,0.188889427966562,0.23758528085176528,-2.267550949342316,0.023356590202300433,s0,mortality_heart
cluster_MOD,0.010769421647618493,0.26072363849297703,0.2359797843624575,0.0456370518208331,0.9635995368430964,s1,mortality_heart
cluster_SIDD,0.01940580493157078,0.2811150950047048,0.3395320766237159,0.05715455554167606,0.9544220783716963,s1,mortality_heart
cluster_SIRD,-0.08714447892643948,0.21312912903870795,0.2443391849681924,-0.35665371863208833,0.7213510569634748,s1,mortality_heart
dm_age,0.03011667825280982,0.00719305840653652,0.008876384568743179,3.3928992169696053,6.915707753783078e-4,s1,mortality_heart
year_fe,-0.043599327574718114,0.14669243928453138,0.15571562040153455,-0.27999328174200594,0.7794826592253311,s1,mortality_heart
cluster_MOD,0.0036387372818952046,0.26086022967072653,0.23455451588212206,0.01551339682465927,0.9876225966589423,s2,mortality_heart
cluster_SIDD,0.009036462665362652,0.2816333924963626,0.33510071528903174,0.026966408166477666,0.9784865266822151,s2,mortality_heart
cluster_SIRD,-0.0803533881915662,0.213140484461075,0.2429524816957956,-0.3307370545495307,0.7408431104779097,s2,mortality_heart
gender,-0.24327797162281153,0.14758513965119938,0.17820444077652428,-1.365162229194345,0.17220206685133493,s2,mortality_heart
dm_age,0.030616752926071005,0.007290317249899453,0.0092715683376347,3.302219410042308,9.592300496634427e-4,s2,mortality_heart
smoke_current,0.04996916936835395,0.20281719742598775,0.23947290098946739,0.20866314794654667,0.8347112105089967,s2,mortality_heart
year_fe,-0.04852208318896568,0.14680948242166486,0.15554051837208105,-0.3119578338609627,0.7550725689606913,s2,mortality_heart
cluster_MOD,-0.5739455459883771,0.17187653182641596,NA,-3.3392897790608465,8.399289662930206e-4,m0,mortality_heart
cluster_SIDD,-0.5165698464734799,0.2128473853120982,NA,-2.4269494582516637,0.015226376891701508,m0,mortality_heart
cluster_SIRD,-0.5787575066047136,0.18070851555478892,NA,-3.2027129702653134,0.0013613959602844004,m0,mortality_heart
cluster_MOD,0.3000419103175739,0.23630389177803057,NA,1.2697290258740845,0.2041811698231776,m1,mortality_heart
cluster_SIDD,0.13031858857646805,0.2409883259724095,NA,0.5407672261742177,0.5886680352810987,m1,mortality_heart
cluster_SIRD,-0.07251245762704814,0.19978673097666566,NA,-0.36294931736741476,0.7166427451425713,m1,mortality_heart
dm_age,0.03456981343601467,0.006549438940277113,NA,5.278286239668643,1.3039766285022718e-7,m1,mortality_heart
year_fe,-0.014346642653748359,0.13134762921092258,NA,-0.109226506332368,0.9130228370692755,m1,mortality_heart
cluster_MOD,0.29347507664770994,0.23621177826208856,NA,1.2424235523178906,0.21408033027294568,m2,mortality_heart
cluster_SIDD,0.12068134746500228,0.24117088462322034,NA,0.5003976647245041,0.6167950973724756,m2,mortality_heart
cluster_SIRD,-0.0434473196843886,0.19992353017447395,NA,-0.21731969041599042,0.827959213027718,m2,mortality_heart
gender,-0.41516465962198523,0.13484356029744723,NA,-3.0788615986272267,0.002077931900777093,m2,mortality_heart
dm_age,0.03496890256032584,0.006636784619992866,NA,5.268952446488075,1.3720449971652706e-7,m2,mortality_heart
smoke_current,0.1041152845696097,0.17831899344570556,NA,0.5838709750305463,0.5593071222509485,m2,mortality_heart
year_fe,-0.01648978218934132,0.13134741261793706,NA,-0.12554325860461937,0.9000934805046098,m2,mortality_heart
cluster_MOD,0.026345705217400376,0.26429365802028504,0.2396942965313499,0.10991377599989989,0.9124777570739233,s3,mortality_heart
cluster_SIDD,-0.13648519927429878,0.2864759217616907,0.3460920900915313,-0.3943609321964059,0.6933145830976827,s3,mortality_heart
cluster_SIRD,-0.10712680671888343,0.21441366493294017,0.22604564093869112,-0.4739167111297613,0.6355593019440797,s3,mortality_heart
