term,estimate,std.error,robust.se,statistic,p.value,model,outcome
cluster_MOD,-0.9389462894999132,0.07597032082668005,0.08510953153864473,-11.032210758598483,2.672143403099341e-28,s0,mortstat
cluster_SIDD,-0.7141703536242371,0.0964069646923769,0.1173979270504615,-6.083330187910926,1.1771158057320617e-9,s0,mortstat
cluster_SIRD,-0.49343052952243904,0.06858332195794835,0.08630321415091,-5.717406175158498,1.0816236158396423e-8,s0,mortstat
cluster_MOD,-0.02338343037219153,0.10088239093708402,0.10891548790323433,-0.21469334455873235,0.8300064118646636,s1,mortstat
cluster_SIDD,-0.009021995493429663,0.10800494256143463,0.11875479422693698,-0.07597163173209572,0.9394416675523591,s1,mortstat
cluster_SIRD,0.04334757245131025,0.07737485709326779,0.09610312446999969,0.4510526862718388,0.6519515769023894,s1,mortstat
dm_age,0.03706435044029067,0.0027544597282759308,0.0035620179453375415,10.40543619068668,2.341811228098262e-25,s1,mortstat
year_fe,-0.05830667317722343,0.0570726277380917,0.06343947127803452,-0.9190914111135051,0.35804776132230787,s1,mortstat
cluster_MOD,-0.03548953649857041,0.10095275809382327,0.10995067547189281,-0.32277688469174304,0.7468642201245507,s2,mortstat
cluster_SIDD,-0.017447540342623517,0.10812502077604932,0.11841356702576127,-0.14734409899862022,0.8828604263381017,s2,mortstat
cluster_SIRD,0.05084974734052319,0.07739630440848745,0.09651212854950048,0.5268741670581089,0.5982809742472568,s2,mortstat
gender,-0.12720353278304694,0.05524082677290149,0.07387448156039289,-1.7218873161100587,0.08508993309028758,s2,mortstat
dm_age,0.038019494144949775,0.0027923270780010104,0.0036284448638822806,10.478178826250799,1.0881900927663398e-25,s2,mortstat
smoke_current,0.18302526166369124,0.07427104258467147,0.09400387696510203,1.946996949196441,0.05153510042689206,s2,mortstat
year_fe,-0.05833465730857046,0.05708258851950538,0.06312256295458266,-0.924149061414741,0.35540871248066896,s2,mortstat
cluster_MOD,-0.6881146715194721,0.06917977356157357,NA,-9.9467609691872525,2.6052485924112135e-23,m0,mortstat
cluster_SIDD,-0.5727427200453885,0.08327817627071024,NA,-6.877464729577992,6.092710081623187e-12,m0,mortstat
cluster_SIRD,-0.5732499278549108,0.06936384438771372,NA,-8.264390950574958,1.404097488202108e-16,m0,mortstat
cluster_MOD,0.18201212594287047,0.09364903008503797,NA,1.9435559105907922,0.051949026939224444,m1,mortstat
cluster_SIDD,0.06414051460057611,0.09401544751472357,NA,0.6822337849376422,0.4950911348201011,m1,mortstat
cluster_SIRD,-0.07497955915663067,0.07669455857208796,NA,-0.9776385776593877,0.3282531102628352,m1,mortstat
dm_age,0.034459076525442965,0.002568619518538416,NA,13.415407099705725,4.912281845003836e-41,m1,mortstat
year_fe,-0.08409424548358495,0.053166263213587,NA,-1.5817219492321606,0.11371305971844263,m1,mortstat
cluster_MOD,0.17269354436760825,0.09367551143381958,NA,1.8435292396520706,0.06525177663614946,m2,mortstat
cluster_SIDD,0.05619485260611857,0.09411206401895392,NA,0.5971057291316135,0.5504367931093962,m2,mortstat
cluster_SIRD,-0.0564905303901952,0.07674332580949098,NA,-0.7360969803475591,0.4616716803300919,m2,mortstat
gender,-0.28612513573604226,0.051942668809908804,NA,-5.508479681380172,3.6194600880848685e-8,m2,mortstat
dm_age,0.0349924390858001,0.0026024790439536727,NA,13.445810127500497,3.258177920150385e-41,m2,mortstat
smoke_current,0.1271568933318781,0.0695227863790572,NA,1.828995930033414,0.06740021795394491,m2,mortstat
year_fe,-0.084734084020713335,0.05316234986800356,NA,-1.5938739395662347,0.1109642724523268,m2,mortstat
cluster_MOD,-0.007097334998828117,0.10196099998800229,0.11020515950333318,-0.06440111362130424,0.9486508433279411,s3,mortstat
cluster_SIDD,-0.07510863102605395,0.1101743772060203,0.12533411531332436,-0.599267253279675,0.5489946812904914,s3,mortstat
cluster_SIRD,0.051124330911934725,0.07788241484649995,0.10037763142588368,0.5093199569037813,0.6105279715329559,s3,mortstat
gender,-0.19391343142678547,0.05570960371403512,0.0754622064599364,-2.569676140197888,0.010179362845213114,s3,mortstat
dm_age,0.04995058716902057,0.0029801455374513395,0.0037575046534125216,13.293552976349886,2.5230715010293598e-40,s3,mortstat
smoke_current,0.3076936864307935,0.0747778693113685,0.09333009831000254,3.2968323402892716,9.778185285286174e-4,s3,mortstat
rx_insulin,0.6734164872035517,0.07116638737351591,0.08505291621013882,7.917617845574547,2.421041275918735e-15,s3,mortstat
rx_otherdm,-0.2747769320816639,0.06539106685828719,0.07926027118564796,-3.466767498663556,5.267573092133333e-4,s3,mortstat
rx_chol,-0.17036024631463098,0.058623577571378066,0.0706392571617946,-2.411693627021473,0.015878618090844104,s3,mortstat
rx_htn,0.30463582306030085,0.06124644976552306,0.07513969799616273,4.054259348711492,5.029339489059386e-5,s3,mortstat
year_fe,-0.08314531725959559,0.05786264181403098,0.06518646205780808,-1.275499768431387,0.2021324060575195,s3,mortstat
duration,0.6959100802098774,0.07782062497209682,0.09487287292859602,7.33518506110423,2.214153211688307e-13,s3,mortstat
cluster_MOD,-0.8623435478450067,0.1439533480350898,0.16384569234673432,-5.2631444592396965,1.4161222040254795e-7,s0,mortality_heart
cluster_SIDD,-0.7628622640426008,0.19156618905168174,0.20285905190272288,-3.7605532357925866,1.6953798847313306e-4,s0,mortality_heart
cluster_SIRD,-0.3590162067138626,0.12786490997245592,0.15461425619397462,-2.3220123134276256,0.020232272614481395,s0,mortality_heart
cluster_MOD,0.14698742949913157,0.19161109589663014,0.19059017165280145,0.7712225044159092,0.4405750572780575,s1,mortality_heart
cluster_SIDD,0.011273602523617468,0.21233049393186826,0.23535993720434684,0.047899411673573714,0.9617964082706894,s1,mortality_heart
cluster_SIRD,0.22728033450370655,0.14432611088419095,0.1586336695959746,1.4327370417804033,0.15193299946770872,s1,mortality_heart
dm_age,0.0409546803807209,0.005257579673354656,0.006531915939410043,6.269933777564794,3.6120169003945236e-10,s1,mortality_heart
year_fe,-0.04808681024233057,0.1086819188199214,0.11134510093360095,-0.43187180970814737,0.6658345845054163,s1,mortality_heart
cluster_MOD,0.14845913267823577,0.19185278262425337,0.19048269192072376,0.7793838441763643,0.43575363782973814,s2,mortality_heart
cluster_SIDD,0.012299923665592708,0.2126220392950638,0.23356172353622803,0.05266241180004331,0.9580008884833972,s2,mortality_heart
cluster_SIRD,0.22729903416899624,0.14438906323182893,0.15763429457870576,1.4419389814664179,0.1493195880471297,s2,mortality_heart
gender,-0.13829436664443723,0.10528441497428005,0.12867397440473075,-1.07476564149209,0.2824796667958661,s2,mortality_heart
dm_age,0.04081006918992836,0.005304439677319764,0.006612093321247571,6.1720346654496865,6.741671385993198e-10,s2,mortality_heart
smoke_current,-0.1116876538974564,0.15608214579356788,0.1825043132718202,-0.611972681057186,0.5405558324829867,s2,mortality_heart
year_fe,-0.05240397571926425,0.10873904802081884,0.11130702980167446,-0.4708056248795519,0.6377795473641081,s2,mortality_heart
cluster_MOD,-0.6087488663207133,0.12906970491626277,NA,-4.716434942774949,2.400130647897694e-6,m0,mortality_heart
cluster_SIDD,-0.6072660233659322,0.16233913336080785,NA,-3.740724807346663,1.8349034099227112e-4,m0,mortality_heart
cluster_SIRD,-0.5355783266745265,0.13141617384929954,NA,-4.075436919116948,4.592803153918249e-5,m0,mortality_heart
cluster_MOD,0.3236448497715122,0.1766297985630137,NA,1.8323343648951174,0.06690162019815261,m1,mortality_heart
cluster_SIDD,0.07531043034435712,0.18221435867778063,NA,0.41330678268627874,0.6793818610983514,m1,mortality_heart
cluster_SIRD,-0.006240968500663303,0.14514494208159473,NA,-0.042998181067548866,0.9657029838120955,m1,mortality_heart
dm_age,0.037066132931748985,0.004915552335614419,NA,7.540583519617009,4.678731343515523e-14,m1,mortality_heart
year_fe,-0.030360992387608438,0.10064079428914094,NA,-0.3016767961944073,0.762898458590374,m1,mortality_heart
cluster_MOD,0.31800589265884693,0.17671470990106605,NA,1.7995439815784602,0.07193267323681103,m2,mortality_heart
